module,entity,operation,method,endpoint,authentication,role_enforcement,ownership_enforcement,tenant_enforcement,mfa_enforcement,sensitive_resource,audit_enforcement,idempotency,enforcement_status,test_evidence,evidence
finance,escrows,release,POST,/resources/escrows/{resource_id}/actions/release,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance,invoices,cancel,POST,/resources/invoices/{resource_id}/actions/cancel,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance,invoices,complete,POST,/resources/invoices/{resource_id}/actions/complete,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance,invoices,submit,POST,/resources/invoices/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance,splits,cancel,POST,/resources/splits/{resource_id}/actions/cancel,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance,splits,complete,POST,/resources/splits/{resource_id}/actions/complete,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance,splits,submit,POST,/resources/splits/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,appointments,cancel,POST,/resources/appointments/{resource_id}/actions/cancel,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,appointments,complete,POST,/resources/appointments/{resource_id}/actions/complete,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_operational_journeys.py:431,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,appointments,pause,POST,/resources/appointments/{resource_id}/actions/pause,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,appointments,publish,POST,/resources/appointments/{resource_id}/actions/publish,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,appointments,submit,POST,/resources/appointments/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,beds,cancel,POST,/resources/beds/{resource_id}/actions/cancel,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,beds,complete,POST,/resources/beds/{resource_id}/actions/complete,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,beds,submit,POST,/resources/beds/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,medical_records,approve,POST,/resources/medical_records/{resource_id}/actions/approve,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,medical_records,reject,POST,/resources/medical_records/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,medical_records,submit,POST,/resources/medical_records/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,prescriptions,approve,POST,/resources/prescriptions/{resource_id}/actions/approve,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,prescriptions,reject,POST,/resources/prescriptions/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health,prescriptions,submit,POST,/resources/prescriptions/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr,courses,complete,POST,/resources/courses/{resource_id}/actions/complete,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_hr_domain.py:90,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr,employees,approve,POST,/resources/employees/{resource_id}/actions/approve,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr,employees,reject,POST,/resources/employees/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr,employees,submit,POST,/resources/employees/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr,occupational_records,approve,POST,/resources/occupational_records/{resource_id}/actions/approve,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr,occupational_records,reject,POST,/resources/occupational_records/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr,occupational_records,submit,POST,/resources/occupational_records/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr,payroll_runs,close,POST,/resources/payroll_runs/{resource_id}/actions/close,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_hr_domain.py:59,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity,documents,approve,POST,/resources/documents/{resource_id}/actions/approve,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity,documents,reject,POST,/resources/documents/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity,identity_verifications,approve,POST,/resources/identity_verifications/{resource_id}/actions/approve,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity,identity_verifications,reject,POST,/resources/identity_verifications/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity,kyc_records,approve,POST,/resources/kyc_records/{resource_id}/actions/approve,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity,kyc_records,reject,POST,/resources/kyc_records/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity,sessions,revoke,POST,/resources/sessions/{resource_id}/actions/revoke,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity,users,verify,POST,/resources/users/{resource_id}/actions/verify,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs,applications,reject,POST,/resources/applications/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;hr_manager;owner;recruiter,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs,applications,review,POST,/resources/applications/{resource_id}/actions/review,actor_from_headers obrigatório,administrator;auditor;hr_manager;owner;recruiter,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_identity_jobs_domain.py:229,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs,applications,schedule_interview,POST,/resources/applications/{resource_id}/actions/schedule_interview,actor_from_headers obrigatório,administrator;auditor;hr_manager;owner;recruiter,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs,applications,shortlist,POST,/resources/applications/{resource_id}/actions/shortlist,actor_from_headers obrigatório,administrator;auditor;hr_manager;owner;recruiter,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_identity_jobs_domain.py:229,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs,applications,withdraw,POST,/resources/applications/{resource_id}/actions/withdraw,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs,job_postings,close,POST,/resources/job_postings/{resource_id}/actions/close,actor_from_headers obrigatório,administrator;auditor;hr_manager;owner;recruiter,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs,job_postings,publish,POST,/resources/job_postings/{resource_id}/actions/publish,actor_from_headers obrigatório,administrator;auditor;hr_manager;owner;recruiter,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_business_jobs_journey.py:78;tests/test_identity_jobs_domain.py:191;tests/test_jobs_postgres_integration.py:133,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal,cases,cancel,POST,/resources/cases/{resource_id}/actions/cancel,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal,cases,complete,POST,/resources/cases/{resource_id}/actions/complete,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal,cases,submit,POST,/resources/cases/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal,deadlines,alert,POST,/resources/deadlines/{resource_id}/actions/alert,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_legal_domain.py:57,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal,deadlines,complete,POST,/resources/deadlines/{resource_id}/actions/complete,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,True,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,disputes,close,POST,/resources/disputes/{resource_id}/actions/close,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,disputes,resolve,POST,/resources/disputes/{resource_id}/actions/resolve,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,disputes,triage,POST,/resources/disputes/{resource_id}/actions/triage,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,orders,cancel,POST,/resources/orders/{resource_id}/actions/cancel,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,orders,deliver,POST,/resources/orders/{resource_id}/actions/deliver,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,orders,pay,POST,/resources/orders/{resource_id}/actions/pay,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_marketplace_support_metrics.py:37;tests/test_user_marketplace_journey.py:90;tests/test_valley_ecosystem.py:261,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,products,cancel,POST,/resources/products/{resource_id}/actions/cancel,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,products,complete,POST,/resources/products/{resource_id}/actions/complete,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,products,pause,POST,/resources/products/{resource_id}/actions/pause,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,products,publish,POST,/resources/products/{resource_id}/actions/publish,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,products,submit,POST,/resources/products/{resource_id}/actions/submit,actor_from_headers obrigatório,owner_or_operator,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,False,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,reviews,publish,POST,/resources/reviews/{resource_id}/actions/publish,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,tests/test_marketplace_support_metrics.py:82;tests/test_valley_reviews.py:61,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace,reviews,reject,POST,/resources/reviews/{resource_id}/actions/reject,actor_from_headers obrigatório,administrator;auditor;compliance_officer;legal_representative;owner,papel da transição quando declarado; caso contrário owner_or_operator,Jobs valida company_id/business_id em vagas e candidaturas; demais dependem de regra de domínio,True,False,store.update registra ação e evento de transição,não exigida genericamente na rota de transição,regra_backend_estatica; teste_endpoint_requerido,,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
